Unique_id,job_42,household_type,studying,insee_code,Activity_type,age_2020,Qualification,Sex,target
71913,"csp_5_6","fm1_1",FALSE,"75110","tact11",33,"EDU1-4","Male","T"
71919,"csp_4_3","fm1_2",FALSE,"75110","tact11",34,"EDU1-7","Female","T"
71920,"csp_3_8","fm4_1",FALSE,"75110","tact11",32,"EDU1-8","Male","T"
71927,"csp_7_5","fm1_1",FALSE,"75110","tact21",71,"EDU1-8","Male","T"
71929,"csp_3_4","fm1_1",FALSE,"75110","tact11",59,"EDU1-8","Male","T"
71930,"csp_5_6","fm3_2",FALSE,"75110","tact12",48,"EDU1-2","Female","T"
71932,"csp_3_4","fm4_1",FALSE,"75110","tact11",53,"EDU1-6","Female","T"
71933,"csp_4_7","fm1_1",FALSE,"75110","tact11",48,"EDU1-5","Male","L"
71934,"csp_3_7","fm1_1",FALSE,"75110","tact11",29,"EDU1-9","Male","T"
71935,"csp_3_4","fm4_1",FALSE,"75110","tact11",45,"EDU1-9","Male","T"
71938,"csp_7_5","fm2_0",FALSE,"75110","tact21",74,"EDU1-8","Male","T"
71940,"csp_5_5","fm3_2",TRUE,"75110","tact12",40,"EDU1-7","Female","T"
71941,"csp_6_8","fm4_4",FALSE,"75110","tact11",28,"EDU2","Female","L"
71942,"csp_3_8","fm2_0",FALSE,"75110","tact11",34,"EDU1-8","Female","T"
71943,"csp_8_4","fm1_1",TRUE,"75110","tact22",24,"EDU1-7","Male","T"
71945,"csp_3_5","fm4_1",FALSE,"75110","tact11",27,"EDU1-8","Female","T"
71946,"csp_3_1","fm4_1",FALSE,"75110","tact11",56,"EDU1-8","Female","T"
71947,"csp_7_8","fm1_2",FALSE,"75110","tact21",90,"EDU1-2","Female","T"
71949,"csp_4_3","fm2_0",FALSE,"75110","tact11",26,"EDU1-6","Female","T"
71951,"csp_3_7","fm4_1",FALSE,"75111","tact11",35,"EDU1-8","Male","T"
71953,"csp_4_3","fm1_2",FALSE,"75111","tact11",25,"EDU1-8","Female","T"
71954,"csp_3_4","fm3_2",FALSE,"75111","tact11",56,"EDU1-8","Female","T"
71956,"csp_7_7","fm3_2",FALSE,"75111","tact21",91,"EDU1-2","Female","T"
71957,"csp_7_5","fm1_1",FALSE,"75111","tact21",94,"EDU3","Male","T"
71960,"csp_3_8","fm4_1",FALSE,"75111","tact11",46,"EDU1-7","Male","T"
71961,"csp_8_5","fm3_2",FALSE,"75111","tact25",51,"EDU1-4","Female","T"
71964,"csp_8_5","fm1_2",FALSE,"75111","tact25",47,"EDU1-4","Female","T"
71965,"csp_7_8","fm4_4",FALSE,"75111","tact21",63,"EDU1-3","Male","T"
71966,"csp_8_5","fm4_4",TRUE,"75111","tact22",15,"EDU3","Male","T"
71967,"csp_2_3","fm4_1",FALSE,"75111","tact11",54,"EDU1-6","Female","T"
71968,"csp_3_1","fm4_1",FALSE,"75111","tact11",48,"EDU1-8","Female","T"
71972,"csp_3_5","fm4_4",FALSE,"75111","tact12",38,"EDU1-6","Female","T"
71975,"csp_3_7","fm1_1",FALSE,"75111","tact11",35,"EDU1-8","Male","L"
71976,"csp_7_4","fm4_4",FALSE,"75111","tact21",81,"EDU1-7","Male","T"
71977,"csp_3_4","fm2_0",FALSE,"75111","tact11",35,"EDU1-8","Male","T"
71978,"csp_5_6","fm4_3",FALSE,"75111","tact12",37,"EDU1-7","Male","T"
71980,"csp_6_8","fm1_1",FALSE,"75111","tact11",52,"EDU2","Male","T"
71985,"csp_2_1","fm4_2",FALSE,"75111","tact11",48,"EDU1-3","Male","T"
71987,"csp_7_5","fm1_2",FALSE,"75111","tact21",68,"EDU1-7","Female","T"
71988,"csp_7_4","fm4_4",FALSE,"75111","tact21",83,"EDU1-8","Male","T"
71990,"csp_3_5","fm1_1",FALSE,"75111","tact11",34,"EDU1","Male","T"
71992,"csp_4_6","fm4_1",TRUE,"75111","tact11",38,"EDU1-8","Male","T"
71996,"csp_5_6","fm4_1",FALSE,"75111","tact11",46,"EDU3","Female","L"
71997,"csp_8_6","fm4_4",FALSE,"75111","tact24",81,"EDU1-4","Female","T"
72000,"csp_7_5","fm4_4",FALSE,"75111","tact21",70,"EDU1-8","Male","T"
72004,"csp_3_1","fm1_1",FALSE,"75111","tact11",48,"EDU1-8","Male","T"
72006,"csp_7_8","fm4_4",FALSE,"75111","tact21",73,"EDU1","Male","T"
72011,"csp_7_5","fm1_1",FALSE,"75111","tact21",49,"EDU1-8","Male","L"
72012,"csp_3_7","fm4_3",FALSE,"75111","tact12",50,"EDU1-7","Male","T"
72015,"csp_3_8","fm1_1",FALSE,"75111","tact11",60,"EDU1-6","Male","T"
72016,"csp_7_8","fm1_1",FALSE,"75111","tact21",93,"EDU1-1","Male","T"
72017,"csp_8_4","fm3_2",TRUE,"75111","tact22",17,"EDU1-3","Male","L"
72018,"csp_7_4","fm1_2",FALSE,"75111","tact21",100,"EDU1-4","Female","T"
72021,"csp_5_6","fm4_4",TRUE,"75111","tact11",22,"EDU1-3","Female","T"
72022,"csp_3_7","fm1_1",FALSE,"75111","tact11",46,"EDU1-8","Male","T"
72023,"csp_7_4","fm1_1",FALSE,"75111","tact21",78,"EDU1-2","Male","T"
72025,"csp_5_6","fm4_1",FALSE,"75111","tact11",36,"EDU1-5","Female","L"
72033,"csp_7_4","fm4_4",FALSE,"75111","tact21",68,"EDU1-7","Male","T"
72034,"csp_5_6","fm4_1",FALSE,"75111","tact11",35,"EDU1-3","Female","T"
72037,"csp_8_4","fm4_1",TRUE,"75111","tact22",21,"EDU1-4","Female","T"
72041,"csp_5_4","fm1_1",FALSE,"75111","tact11",52,"EDU1-8","Male","T"
72042,"csp_5_2","fm1_2",FALSE,"75111","tact11",43,"EDU2","Female","T"
72043,"csp_3_1","fm4_1",FALSE,"75111","tact11",35,"EDU1-8","Female","L"
72044,"csp_7_8","fm1_1",FALSE,"75111","tact21",71,"EDU1-7","Male","T"
72045,"csp_8_5","fm3_1",TRUE,"75111","tact22",15,"EDU3","Female","T"
72047,"csp_4_6","fm4_2",FALSE,"75111","tact12",49,"EDU1-8","Female","L"
72049,"csp_7_8","fm4_3",FALSE,"75111","tact21",73,"EDU1-3","Male","T"
72055,"csp_6_4","fm4_1",FALSE,"75111","tact11",59,"EDU1-6","Male","T"
72057,"csp_2_2","fm4_2",FALSE,"75111","tact11",61,"EDU1-3","Male","T"
72058,"csp_4_5","fm4_1",FALSE,"75111","tact11",43,"EDU1-4","Male","L"
72060,"csp_5_3","fm4_1",FALSE,"75111","tact11",39,"EDU1-4","Male","T"
72066,"csp_3_7","fm4_1",FALSE,"75111","tact11",37,"EDU1-6","Male","T"
72070,"csp_5_5","fm3_2",FALSE,"75111","tact12",41,"EDU1-7","Male","T"
72073,"csp_7_5","fm1_2",FALSE,"75111","tact21",83,"EDU1-7","Female","T"
72076,"csp_5_6","fm1_1",FALSE,"75111","tact11",41,"EDU1-3","Male","T"
72079,"csp_6_3","fm4_1",FALSE,"75111","tact11",26,"EDU1-8","Male","T"
72080,"csp_7_4","fm2_0",FALSE,"75111","tact21",60,"EDU1-7","Male","T"
72082,"csp_3_1","fm4_1",TRUE,"75111","tact11",27,"EDU1-8","Female","T"
72085,"csp_5_4","fm4_1",FALSE,"75111","tact11",41,"EDU1-7","Female","L"
72086,"csp_3_1","fm4_1",FALSE,"75111","tact11",45,"EDU1-8","Female","T"
72089,"csp_3_3","fm4_1",FALSE,"75111","tact11",54,"EDU1-4","Male","L"
72090,"csp_7_2","fm4_4",FALSE,"75111","tact21",68,"EDU1-1","Female","T"
72093,"csp_3_3","fm2_0",TRUE,"75111","tact11",28,"EDU1-8","Female","T"
72094,"csp_7_4","fm4_4",FALSE,"75111","tact21",79,"EDU1-8","Female","T"
72095,"csp_4_6","fm3_2",FALSE,"75111","tact11",33,"EDU1-3","Male","L"
72096,"csp_2_2","fm4_1",FALSE,"75111","tact11",34,"EDU1-6","Female","L"
72100,"csp_7_5","fm1_2",FALSE,"75111","tact21",70,"EDU1-7","Female","T"
72103,"csp_3_8","fm1_2",FALSE,"75111","tact11",31,"EDU1-8","Female","T"
72111,"csp_8_5","fm4_2",FALSE,"75111","tact24",41,"EDU1-4","Female","T"
72112,"csp_4_2","fm4_1",FALSE,"75111","tact11",58,"EDU1-7","Male","T"
72113,"csp_7_5","fm1_2",FALSE,"75111","tact21",75,"EDU1-4","Female","T"
72115,"csp_8_5","fm2_0",TRUE,"75111","tact22",15,"EDU3","Male","T"
72117,"csp_7_5","fm4_4",FALSE,"75111","tact21",83,"EDU1-4","Male","T"
72119,"csp_7_7","fm1_2",FALSE,"75111","tact21",92,"EDU1-1","Female","T"
72128,"csp_8_4","fm4_4",TRUE,"75111","tact22",20,"EDU3","Female","T"
72131,"csp_4_4","fm4_1",FALSE,"75111","tact11",83,"EDU1-1","Male","T"
72133,"csp_4_6","fm1_2",FALSE,"75111","tact11",27,"EDU1-8","Female","T"
72135,"csp_8_4","fm4_1",TRUE,"75111","tact22",18,"EDU1-2","Male","T"
72136,"csp_3_7","fm4_1",FALSE,"75111","tact11",54,"EDU1-8","Male","T"
72142,"csp_7_7","fm1_2",FALSE,"75111","tact21",69,"EDU1-3","Female","T"
72145,"csp_4_6","fm4_1",FALSE,"75111","tact11",40,"EDU1-8","Female","L"
72148,"csp_7_4","fm4_4",FALSE,"75111","tact21",82,"EDU1-8","Male","T"
72149,"csp_4_3","fm4_1",FALSE,"75111","tact11",38,"EDU1-6","Female","L"
72151,"csp_5_2","fm4_1",FALSE,"75111","tact11",26,"EDU1-8","Female","T"
72152,"csp_3_8","fm1_2",FALSE,"75111","tact11",46,"EDU1-8","Female","T"
72153,"csp_7_5","fm4_4",FALSE,"75111","tact21",66,"EDU1-4","Female","T"
72154,"csp_8_1","fm3_2",FALSE,"75111","tact12",22,"EDU1-3","Male","L"
72155,"csp_7_5","fm4_4",FALSE,"75111","tact21",68,"EDU1-7","Female","T"
72157,"csp_3_4","fm4_1",FALSE,"75111","tact11",33,"EDU1-8","Male","L"
72159,"csp_4_6","fm1_2",TRUE,"75111","tact11",24,"EDU1-8","Female","T"
72161,"csp_5_4","fm1_1",FALSE,"75111","tact11",61,"EDU1-6","Male","T"
72164,"csp_3_8","fm4_1",FALSE,"75111","tact11",35,"EDU1-8","Female","L"
72168,"csp_7_4","fm4_4",FALSE,"75111","tact21",80,"EDU1-3","Male","T"
72169,"csp_8_4","fm4_3",TRUE,"75111","tact22",24,"EDU1-2","Female","T"
72172,"csp_6_7","fm3_2",FALSE,"75111","tact11",53,"EDU1","Female","L"
72173,"csp_7_8","fm1_1",FALSE,"75111","tact21",87,"EDU1-1","Male","T"
72175,"csp_5_4","fm4_4",FALSE,"75112","tact12",46,"EDU1-4","Female","T"
72176,"csp_4_2","fm1_1",FALSE,"75112","tact12",50,"EDU1-7","Male","T"
72178,"csp_8_4","fm1_2",TRUE,"75112","tact22",23,"EDU1-7","Female","T"
72181,"csp_3_1","fm4_2",FALSE,"75112","tact11",39,"EDU1-8","Male","T"
72182,"csp_4_6","fm4_3",FALSE,"75112","tact11",33,"EDU1-6","Female","L"
72183,"csp_7_4","fm1_1",FALSE,"75112","tact21",70,"EDU1-6","Male","T"
72184,"csp_7_4","fm2_0",FALSE,"75112","tact21",79,"EDU1-4","Male","T"
72185,"csp_8_4","fm4_1",TRUE,"75112","tact22",15,"EDU1-2","Male","T"
72187,"csp_7_7","fm4_4",FALSE,"75112","tact21",87,"EDU1-2","Male","T"
72188,"csp_7_7","fm3_2",FALSE,"75112","tact21",52,"EDU3","Female","T"
72189,"csp_5_4","fm3_2",FALSE,"75112","tact11",56,"EDU1-5","Male","T"
72191,"csp_7_5","fm4_4",FALSE,"75112","tact21",83,"EDU1-9","Female","T"
72195,"csp_4_6","fm1_2",FALSE,"75112","tact12",26,"EDU1-8","Female","T"
72196,"csp_5_6","fm4_3",FALSE,"75112","tact11",68,"EDU1-1","Female","T"
72198,"csp_4_3","fm1_1",FALSE,"75112","tact11",37,"EDU1-3","Male","L"
72204,"csp_7_4","fm4_3",FALSE,"75112","tact21",70,"EDU1-8","Male","T"
72206,"csp_4_6","fm2_0",FALSE,"75112","tact11",32,"EDU1-5","Male","T"
72208,"csp_8_5","fm4_3",TRUE,"75112","tact25",39,"EDU1-7","Female","T"
72209,"csp_7_2","fm4_4",FALSE,"75112","tact21",72,"EDU1-3","Male","T"
72212,"csp_3_7","fm4_1",FALSE,"75112","tact11",54,"EDU1-8","Female","L"
72214,"csp_3_5","fm4_1",FALSE,"75112","tact11",49,"EDU1-4","Male","L"
72216,"csp_4_3","fm1_2",FALSE,"75112","tact11",67,"EDU1-7","Female","T"
72218,"csp_7_4","fm1_1",FALSE,"75112","tact21",71,"EDU1-2","Male","T"
72220,"csp_7_7","fm3_1",FALSE,"75112","tact21",87,"EDU3","Female","T"
72224,"csp_8_4","fm1_2",TRUE,"75112","tact22",24,"EDU1-4","Female","T"
72225,"csp_3_3","fm4_1",FALSE,"75112","tact11",45,"EDU1-8","Female","L"
72227,"csp_8_4","fm4_1",TRUE,"75112","tact22",19,"EDU3","Female","T"
72231,"csp_5_6","fm1_2",FALSE,"75112","tact11",60,"EDU3","Female","T"
72232,"csp_8_4","fm1_2",TRUE,"75112","tact22",29,"EDU1-8","Female","T"
72233,"csp_8_4","fm3_2",TRUE,"75112","tact22",18,"EDU1-2","Female","T"
72234,"csp_8_4","fm1_1",TRUE,"75112","tact22",28,"EDU1-7","Male","T"
72236,"csp_6_3","fm4_2",FALSE,"75112","tact11",67,"EDU3","Male","T"
72238,"csp_8_4","fm4_1",TRUE,"75112","tact22",16,"EDU3","Female","T"
72240,"csp_3_7","fm1_2",FALSE,"75112","tact11",53,"EDU1-8","Female","T"
72241,"csp_3_8","fm4_4",FALSE,"75112","tact11",27,"EDU1-8","Male","L"
72244,"csp_4_6","fm4_1",FALSE,"75112","tact11",60,"EDU1-4","Female","L"
72245,"csp_5_3","fm1_1",FALSE,"75112","tact11",45,"EDU1-6","Male","T"
72246,"csp_8_6","fm1_2",FALSE,"75112","tact25",68,"EDU1-2","Female","T"
72247,"csp_3_7","fm4_1",FALSE,"75112","tact11",46,"EDU1-8","Female","L"
72249,"csp_7_2","fm4_4",FALSE,"75112","tact21",89,"EDU2","Female","T"
72251,"csp_4_6","fm4_1",FALSE,"75112","tact11",37,"EDU1-6","Female","L"
72253,"csp_8_5","fm4_2",FALSE,"75112","tact24",49,"EDU1-6","Female","T"
72254,"csp_8_4","fm4_4",TRUE,"75112","tact22",24,"EDU1-7","Male","T"
72255,"csp_7_8","fm1_2",FALSE,"75112","tact21",97,"EDU2","Female","T"
72258,"csp_7_7","fm1_2",FALSE,"75112","tact21",73,"EDU1-7","Female","T"
72259,"csp_7_7","fm1_2",FALSE,"75112","tact21",98,"EDU1-3","Female","T"
72266,"csp_2_1","fm1_1",FALSE,"75112","tact11",47,"EDU2","Male","T"
72267,"csp_3_3","fm4_2",FALSE,"75112","tact11",31,"EDU1-8","Male","T"
72268,"csp_2_2","fm4_1",FALSE,"75112","tact11",52,"EDU1-8","Female","T"
72272,"csp_4_6","fm4_1",FALSE,"75112","tact11",52,"EDU1-4","Male","T"
72274,"csp_2_2","fm4_1",FALSE,"75112","tact11",35,"EDU1-8","Male","T"
72275,"csp_2_3","fm3_1",FALSE,"75112","tact11",60,"EDU1-6","Male","T"
72277,"csp_3_5","fm1_2",FALSE,"75112","tact11",33,"EDU1-8","Female","T"
72278,"csp_3_5","fm3_2",TRUE,"75112","tact11",59,"EDU1-7","Female","T"
72279,"csp_8_4","fm4_2",TRUE,"75112","tact22",15,"EDU3","Female","T"
72280,"csp_4_3","fm3_2",FALSE,"75112","tact11",42,"EDU1","Female","T"
72283,"csp_5_6","fm4_3",FALSE,"75112","tact11",62,"EDU1","Female","T"
72284,"csp_3_5","fm1_1",FALSE,"75112","tact11",25,"EDU1-7","Male","T"
72287,"csp_5_3","fm1_2",FALSE,"75112","tact11",30,"EDU1-7","Female","T"
72288,"csp_3_5","fm1_1",FALSE,"75112","tact11",41,"EDU1-6","Male","T"
72289,"csp_5_6","fm1_2",FALSE,"75112","tact11",55,"EDU1-4","Female","L"
72290,"csp_4_4","fm4_2",FALSE,"75112","tact11",56,"EDU1","Male","T"
72291,"csp_3_1","fm4_2",FALSE,"75112","tact11",85,"EDU1","Male","T"
72294,"csp_3_7","fm4_1",FALSE,"75112","tact11",29,"EDU1-8","Male","T"
72295,"csp_8_4","fm4_1",TRUE,"75112","tact22",22,"EDU1-4","Male","T"
72297,"csp_3_8","fm1_2",FALSE,"75112","tact11",30,"EDU1-8","Female","T"
72298,"csp_3_4","fm4_1",FALSE,"75112","tact11",40,"EDU1-9","Female","T"
72299,"csp_3_5","fm1_2",FALSE,"75112","tact11",30,"EDU1-8","Female","T"
72307,"csp_8_4","fm2_0",TRUE,"75112","tact22",19,"EDU1-2","Female","T"
72308,"csp_7_4","fm4_3",FALSE,"75112","tact21",69,"EDU1-7","Male","T"
72309,"csp_4_7","fm2_0",TRUE,"75112","tact11",23,"EDU1-7","Female","T"
72312,"csp_7_7","fm4_2",FALSE,"75112","tact21",92,"EDU1-3","Female","T"
72313,"csp_7_4","fm1_2",FALSE,"75112","tact21",80,"EDU1-9","Female","T"
72317,"csp_5_4","fm4_1",FALSE,"75112","tact11",35,"EDU1-6","Female","L"
72318,"csp_4_6","fm4_4",FALSE,"75112","tact11",29,"EDU1-7","Male","T"
72319,"csp_7_8","fm4_4",FALSE,"75112","tact21",69,"EDU1","Male","T"
72320,"csp_3_4","fm4_1",FALSE,"75112","tact11",43,"EDU1-9","Male","T"
72322,"csp_3_5","fm3_1",FALSE,"75112","tact11",59,"EDU1-5","Male","T"
72323,"csp_8_6","fm3_2",FALSE,"75112","tact21",99,"EDU2","Female","T"
72324,"csp_3_5","fm4_2",FALSE,"75112","tact11",45,"EDU1-4","Male","L"
72325,"csp_8_4","fm4_2",TRUE,"75112","tact22",15,"EDU3","Female","T"
72327,"csp_5_6","fm4_1",FALSE,"75112","tact11",41,"EDU1-2","Male","T"
72330,"csp_8_4","fm4_4",TRUE,"75112","tact22",19,"EDU1-2","Female","T"
72331,"csp_3_7","fm4_2",FALSE,"75112","tact11",33,"EDU1-8","Male","T"
72332,"csp_7_8","fm1_2",FALSE,"75112","tact21",78,"EDU1","Female","T"
72333,"csp_7_5","fm1_2",FALSE,"75112","tact21",75,"EDU1-6","Female","T"
72336,"csp_8_5","fm4_2",FALSE,"75112","tact24",41,"EDU1","Female","T"
72338,"csp_4_7","fm2_0",FALSE,"75112","tact12",27,"EDU1-6","Male","T"
72341,"csp_3_8","fm4_1",FALSE,"75112","tact11",50,"EDU1-6","Male","T"
72342,"csp_8_4","fm4_1",TRUE,"75112","tact22",19,"EDU2","Male","T"
72343,"csp_8_4","fm3_1",TRUE,"75112","tact22",25,"EDU1-7","Male","T"
72345,"csp_5_3","fm4_1",TRUE,"75112","tact11",19,"EDU1-2","Male","T"
72346,"csp_5_2","fm1_2",FALSE,"75112","tact11",29,"EDU1-8","Female","T"
72348,"csp_8_5","fm1_1",FALSE,"75112","tact25",41,"EDU1-7","Male","T"
72352,"csp_7_7","fm4_2",FALSE,"75112","tact21",75,"EDU1-7","Female","T"
72354,"csp_3_7","fm4_1",FALSE,"75112","tact11",33,"EDU1-8","Male","L"
72356,"csp_8_4","fm3_2",TRUE,"75112","tact22",19,"EDU1-2","Female","T"
72359,"csp_4_6","fm4_1",FALSE,"75112","tact11",54,"EDU1-6","Male","T"
72360,"csp_3_4","fm1_2",FALSE,"75112","tact11",61,"EDU1-8","Female","T"
72364,"csp_4_2","fm1_2",FALSE,"75112","tact12",51,"EDU1-3","Female","T"
72365,"csp_8_4","fm4_3",TRUE,"75112","tact22",22,"EDU1-7","Male","T"
72366,"csp_7_5","fm3_2",FALSE,"75112","tact21",73,"EDU1-1","Female","T"
72367,"csp_8_4","fm3_2",TRUE,"75112","tact22",28,"EDU1-7","Male","T"
72371,"csp_8_4","fm4_1",TRUE,"75112","tact22",17,"EDU3","Male","T"
72372,"csp_3_4","fm4_1",FALSE,"75112","tact11",35,"EDU1-8","Female","T"
72376,"csp_8_4","fm3_1",TRUE,"75112","tact22",17,"EDU3","Female","T"
72379,"csp_8_4","fm3_2",TRUE,"75112","tact22",17,"EDU1-2","Female","T"
72380,"csp_8_4","fm1_2",TRUE,"75112","tact22",18,"EDU1-4","Female","T"
72381,"csp_6_2","fm1_1",FALSE,"75112","tact12",53,"EDU2","Male","T"
72382,"csp_4_6","fm1_2",FALSE,"75112","tact11",51,"EDU1-6","Female","L"
72383,"csp_6_3","fm4_2",TRUE,"75112","tact11",28,"EDU1-8","Male","T"
72384,"csp_3_3","fm4_1",TRUE,"75112","tact11",43,"EDU1-8","Female","T"
72391,"csp_4_3","fm1_2",TRUE,"75112","tact11",76,"EDU1-2","Female","T"
72392,"csp_7_5","fm4_4",FALSE,"75112","tact21",72,"EDU1-7","Male","T"
72393,"csp_3_8","fm4_1",FALSE,"75112","tact11",36,"EDU1-7","Male","T"
72395,"csp_8_4","fm4_2",TRUE,"75112","tact22",20,"EDU1-4","Female","T"
72400,"csp_6_3","fm4_2",FALSE,"75112","tact11",57,"EDU3","Male","T"
72401,"csp_6_4","fm4_1",FALSE,"75112","tact11",40,"EDU1-3","Male","L"
72403,"csp_3_7","fm1_1",FALSE,"75112","tact11",33,"EDU1-8","Male","L"
72404,"csp_3_8","fm1_1",FALSE,"75112","tact11",40,"EDU1-7","Male","T"
72406,"csp_4_6","fm4_1",FALSE,"75112","tact11",45,"EDU1-6","Male","L"
72408,"csp_7_2","fm1_2",FALSE,"75112","tact21",80,"EDU1-7","Female","T"
72409,"csp_3_3","fm1_1",FALSE,"75112","tact11",37,"EDU1-8","Male","T"
72410,"csp_8_4","fm2_0",TRUE,"75112","tact22",23,"EDU1-4","Female","T"
72412,"csp_8_4","fm4_1",TRUE,"75112","tact22",23,"EDU1-4","Male","T"
72414,"csp_4_6","fm4_1",FALSE,"75112","tact11",32,"EDU1-7","Female","L"
72418,"csp_3_7","fm4_2",FALSE,"75113","tact11",45,"EDU1-8","Male","T"
72420,"csp_5_6","fm4_3",FALSE,"75113","tact11",35,"EDU1-2","Female","T"
72423,"csp_7_8","fm4_4",FALSE,"75113","tact21",81,"EDU1-1","Male","T"
72425,"csp_4_6","fm4_1",FALSE,"75113","tact11",33,"EDU1-8","Female","L"
72426,"csp_5_4","fm4_2",FALSE,"75113","tact12",56,"EDU1-7","Female","T"
72428,"csp_8_6","fm4_4",FALSE,"75113","tact24",63,"EDU2","Female","T"
72429,"csp_8_4","fm4_3",TRUE,"75113","tact22",25,"EDU1-7","Female","T"
72430,"csp_3_5","fm4_1",FALSE,"75113","tact11",42,"EDU1-7","Male","T"
72432,"csp_3_7","fm1_1",FALSE,"75113","tact11",31,"EDU1-8","Male","L"
72434,"csp_5_6","fm4_3",FALSE,"75113","tact11",56,"EDU3","Female","T"
72435,"csp_5_3","fm4_1",FALSE,"75113","tact11",39,"EDU1-5","Male","T"
72439,"csp_7_4","fm1_2",FALSE,"75113","tact21",97,"EDU1-8","Female","T"
72440,"csp_8_4","fm4_2",TRUE,"75113","tact22",18,"EDU1-2","Male","L"
72442,"csp_7_7","fm4_4",FALSE,"75113","tact21",71,"EDU1-4","Female","T"
72443,"csp_3_8","fm1_1",FALSE,"75113","tact11",55,"EDU2","Male","L"
72447,"csp_8_4","fm4_1",TRUE,"75113","tact22",24,"EDU1-8","Female","T"
72449,"csp_5_4","fm4_1",FALSE,"75113","tact11",50,"EDU1-5","Female","L"
72450,"csp_8_1","fm3_2",FALSE,"75113","tact12",29,"EDU3","Female","T"
72451,"csp_5_6","fm4_1",FALSE,"75113","tact11",49,"EDU2","Female","T"
72452,"csp_7_5","fm1_2",FALSE,"75113","tact21",70,"EDU1-6","Female","T"
72453,"csp_3_5","fm4_2",FALSE,"75113","tact12",41,"EDU1-4","Female","T"
72457,"csp_6_3","fm4_2",FALSE,"75113","tact11",65,"EDU1-3","Male","T"
72458,"csp_8_4","fm4_1",TRUE,"75113","tact22",17,"EDU3","Female","T"
72459,"csp_8_5","fm4_2",FALSE,"75113","tact24",55,"EDU2","Female","T"
72461,"csp_4_6","fm4_1",FALSE,"75113","tact11",58,"EDU1-3","Female","L"
72462,"csp_7_2","fm4_4",FALSE,"75113","tact21",66,"EDU1-3","Male","T"
72464,"csp_4_3","fm1_1",FALSE,"75113","tact11",57,"EDU1-3","Male","T"
72465,"csp_3_7","fm4_2",FALSE,"75113","tact12",55,"EDU1-8","Female","T"
72466,"csp_4_6","fm1_2",FALSE,"75113","tact11",30,"EDU1-8","Female","L"
72468,"csp_3_7","fm1_2",FALSE,"75113","tact11",28,"EDU1-8","Female","T"
72469,"csp_8_4","fm3_2",TRUE,"75113","tact22",22,"EDU1-6","Male","T"
72472,"csp_7_5","fm4_2",FALSE,"75113","tact21",54,"EDU1-7","Female","T"
72474,"csp_8_6","fm1_2",FALSE,"75113","tact24",82,"EDU2","Female","T"
72476,"csp_7_2","fm4_4",FALSE,"75113","tact21",63,"EDU1-3","Male","T"
72477,"csp_3_7","fm4_1",FALSE,"75113","tact11",28,"EDU1-8","Male","T"
72478,"csp_7_2","fm3_1",FALSE,"75113","tact21",73,"EDU1-6","Male","T"
72480,"csp_4_6","fm4_1",FALSE,"75113","tact12",20,"EDU1-6","Male","T"
72487,"csp_3_4","fm1_1",TRUE,"75113","tact11",30,"EDU1-8","Male","T"
72488,"csp_4_3","fm4_1",FALSE,"75113","tact11",22,"EDU1-7","Female","L"
72490,"csp_7_8","fm1_1",FALSE,"75113","tact21",87,"EDU1-1","Male","T"
72492,"csp_3_1","fm4_1",FALSE,"75113","tact11",71,"EDU1-8","Female","T"
72493,"csp_5_4","fm3_2",FALSE,"75113","tact11",54,"EDU1-4","Female","L"
72494,"csp_7_7","fm4_4",FALSE,"75113","tact21",68,"EDU2","Female","T"
72495,"csp_8_4","fm2_0",TRUE,"75113","tact22",24,"EDU1-4","Female","T"
72497,"csp_8_6","fm2_0",FALSE,"75113","tact25",75,"EDU1-2","Male","T"
72499,"csp_7_4","fm1_1",FALSE,"75113","tact21",58,"EDU1-6","Male","T"
72500,"csp_8_5","fm1_2",FALSE,"75113","tact25",38,"EDU1-8","Female","T"
72502,"csp_3_3","fm1_2",FALSE,"75113","tact11",54,"EDU1-8","Female","T"
72504,"csp_8_4","fm1_2",TRUE,"75113","tact22",25,"EDU1-6","Female","T"
72505,"csp_3_4","fm3_2",FALSE,"75113","tact11",58,"EDU1-7","Female","T"
72506,"csp_8_4","fm3_2",TRUE,"75113","tact22",18,"EDU1-2","Female","T"
72507,"csp_7_7","fm1_2",FALSE,"75113","tact21",101,"EDU1-8","Female","T"
72509,"csp_8_4","fm3_2",TRUE,"75113","tact22",21,"EDU1-6","Male","T"
72511,"csp_3_7","fm1_2",FALSE,"75113","tact11",41,"EDU1-8","Female","T"
72512,"csp_8_4","fm4_1",TRUE,"75113","tact22",21,"EDU1-2","Male","T"
72515,"csp_3_8","fm4_1",FALSE,"75113","tact11",31,"EDU1-8","Male","L"
72517,"csp_3_7","fm4_2",FALSE,"75113","tact11",40,"EDU1-8","Male","T"
72519,"csp_4_6","fm4_4",FALSE,"75113","tact11",27,"EDU1-7","Female","L"
72520,"csp_5_5","fm4_3",FALSE,"75113","tact11",57,"EDU1-7","Female","T"
72522,"csp_3_8","fm4_1",FALSE,"75113","tact11",36,"EDU1-8","Female","T"
72523,"csp_8_4","fm4_1",TRUE,"75113","tact22",15,"EDU1-2","Female","T"
72524,"csp_3_7","fm4_1",FALSE,"75113","tact11",59,"EDU1-7","Male","T"
72525,"csp_5_5","fm4_3",FALSE,"75113","tact11",33,"EDU1-5","Female","L"
