Unique_id,activity_sector,Former_dep,Job_dep,job_desc,Contract_type,Job_category,JOB_CONDITION,COMPANY_CATEGORY,working_hours,EMPLOYEE_COUNT
76775,"SZ","78","78","631a","CDI","O","C","ct_9",1753,"tr_5"
76776,"QB","29","29","563a","CDI","O","N","ct_7",3000,"tr_1"
76792,"PZ","75","91","524b","CDI","O","C","ct_1",2145,"tr_6"
76795,"OZ","44","44","523b","CDI","O","C",NA,152,NA
76798,"CH","11","11","627f","CDI","O","C","ct_9",1680,"tr_3"
76832,"TZ","94","94","563c","CDI","O","N","ct_7",532,"tr_1"
76845,"TZ","93","75","563c","CDI","O","C",NA,518,NA
76847,"RZ","01","69","691a","CDI","O","C","ct_9",1603,"tr_4"
76848,"TZ","31","31","563c","CDI","O","C",NA,257,NA
76852,"QB","54","54","526a","CDI","O","C","ct_8",1820,"tr_3"
76858,"GZ","94","94","462e","CDI","O","C","ct_9",1998,"tr_6"
76893,"FZ","95","92","632f","CDI","O","C","ct_9",1729,"tr_5"
76897,"GZ","78","75","543g","CDI","O","P","ct_9",1175,"tr_1"
76916,"QA","04","04","526a","CDI","O","C",NA,168,NA
76923,"MA","78","78","542a","CDI","O","C","ct_9",1820,"tr_1"
76926,"GZ","66","66","462b","CDI","O","C","ct_9",918,"tr_5"
76931,"CM","37","92","388d","CDI","O","C","ct_9",910,"tr_6"
76940,"TZ",NA,NA,"563c","CDI","O","C",NA,587,NA
76981,"IZ",NA,NA,"541c","CDI","O","C","ct_8",1325,"tr_1"
76989,"OZ","94","93","451e","CDI","O","C","ct_8",1470,"tr_3"
77002,"FZ","48","48","681a","CDI","O","C","ct_9",1778,"tr_2"
77005,"JB","93","93","543g","CDI","O","C","ct_9",1704,"tr_4"
77007,"QB","62","62","563b","CDI","O","N","ct_7",547,"tr_1"
77014,"KZ","83","83","467b","CDI","O","P","ct_9",1658,"tr_6"
77033,"QA","13","13","526a","CDI","O","C","ct_8",1924,"tr_5"
77044,"RZ","30","30","424a","CDI","O","P","ct_8",462,"tr_1"
77049,"CM","89","89","543f","CDI","O","C","ct_9",1646,"tr_6"
77050,"SZ","93","75","451h","CDI","O","C","ct_3",1365,"tr_6"
77084,"CF","69","69","477c","CDI","O","P","ct_9",796,"tr_5"
77087,"RZ","75","75","628g","CDI","O","C","ct_9",1372,"tr_5"
77095,"QB","83","83","431a","CDI","O","P","ct_3",1508,"tr_4"
77098,"IZ","92","75","468a","CDI","O","C","ct_9",503,"tr_1"
77103,"QB","14","14","563b","CDI","O","C","ct_9",1824,"tr_3"
77109,"HZ","02","92","546a","CDI","O","C","ct_9",1820,"tr_5"
77111,"KZ","66","66","373d","CDI","O","C","ct_9",1820,"tr_1"
77124,"JC","75","94","653a","CDI","O","C","ct_9",1780,"tr_6"
77132,"QA","35","35","431f","CDI","O","C","ct_8",1787,"tr_5"
77134,"MA","31","31","479b","CDI","O","C","ct_9",1792,"tr_5"
77138,"HZ","69","38","676c","CDI","O","C","ct_9",1820,"tr_3"
77160,"QB","27","27","524a","CDI","O","C","ct_2",3000,"tr_6"
77165,"OZ","92","75","524b","CDI","O","C","ct_1",1820,"tr_5"
77176,"NZ",NA,NA,"684a","CDI","O","P","ct_9",1794,"tr_5"
77192,"QB","72","72","564b","AUT","X","P","ct_8",268,"tr_4"
77202,"EZ","34","34","543b","CDI","O","C","ct_9",873,"tr_5"
77205,"CA","70","70","674c","CDI","O","C","ct_9",519,"tr_5"
77209,"HZ","13","13","451a","CDI","O","C","ct_9",1931,"tr_3"
77213,"MA","94","75","312a","CDI","O","C","ct_6",1456,"tr_1"
77217,"QB","44","44","526a","CDI","O","C","ct_8",271,"tr_6"
77237,"KZ","45","45","461c","CDI","O","C","ct_8",1820,"tr_5"
77257,"SZ","56","05","435a","CDI","O","C",NA,157,NA
77260,"CA","72","72","684a","CDI","O","P","ct_9",1931,"tr_5"
77264,"TZ","83","83","563a","CDI","O","N","ct_7",168,"tr_0"
77268,"HZ","94","75","333c","CDI","O","C","ct_9",1820,"tr_6"
77287,"FZ","44","44","472c","CDI","O","C","ct_9",1820,"tr_5"
77295,"OZ","77","93","621f","CDD","O","C","ct_2",1559,"tr_6"
77324,"NZ","89","89","653a","TTP","O","C","ct_9",2002,"tr_1"
77332,"GZ","35","94","477c","CDI","O","C","ct_9",790,"tr_3"
77336,"DZ",NA,NA,"477b","CDI","O","P","ct_9",1619,"tr_5"
77344,"GZ","94","75","462e","CDI","O","C","ct_9",70,"tr_1"
77364,"SZ","13","13","311d","CDI","O","P","ct_8",2361,"tr_1"
77372,"CL","95","92","474b","CDI","O","C","ct_9",639,"tr_6"
77390,"CF","80","80","486b","CDI","O","C","ct_9",1827,"tr_6"
77405,"NZ","54","54","674b","CDD","O","C","ct_9",251,"tr_5"
77410,"QB","78","78","676e","CDI","O","C","ct_8",437,"tr_4"
77420,"CA","86","86","676e","CDI","O","C","ct_9",1820,"tr_3"
77431,"QB","37","37","525d","CDI","O","P","ct_9",1160,"tr_3"
77438,"NZ","90","68","684a","CDI","O","P","ct_9",1649,"tr_6"
77442,"OZ","06","06","434b","CDI","O","C","ct_8",1849,"tr_2"
77443,"GZ","57","57","462e","CDI","O","P","ct_9",1248,"tr_1"
77445,"FZ","27","27","632a","CDI","O","C","ct_9",1121,"tr_1"
77453,"TZ","38","38","563b","CDI","O","C",NA,263,NA
77460,"FZ","57","57","632g","CDI","O","C","ct_9",560,"tr_3"
77479,"KZ","95","75","372b","CDI","O","C","ct_9",1974,"tr_6"
77485,"CG","29","29","674a","CDI","O","C","ct_9",1666,"tr_5"
77489,"SZ","75","75","525b","AUT","X","P","ct_8",260,"tr_1"
77496,"MC","75","92","375a","CDI","O","C","ct_9",607,"tr_5"
77499,"NZ","69","75","373d","CDI","O","N","ct_9",1016,"tr_6"
77533,"IZ","70","78","636d","CDD","O","C",NA,410,NA
77549,"QA","91","94","344a","CDI","O","P","ct_3",1032,"tr_6"
77564,"OZ","71","71","451g","CDI","O","C","ct_2",1820,"tr_5"
77567,"GZ",NA,NA,"552a","CDI","O","C","ct_9",1564,"tr_3"
77571,"CH","38","38","626a","CDI","O","C","ct_9",1417,"tr_5"
77579,"CC","54","54","461c","CDI","O","C","ct_9",2200,"tr_6"
77582,"QB","35","35","525d","CDI","O","C","ct_8",571,"tr_5"
77597,"MA","45","45","461d","CDI","O","C","ct_9",2028,"tr_2"
77613,"BZ","87","87","632b","CDI","O","C","ct_9",1789,"tr_1"
77619,"GZ","43","43","433d","CDI","O","P","ct_9",884,"tr_1"
77630,"MA","75","75","388a","CDI","O","C","ct_9",1820,"tr_4"
77647,"LZ","17","17","461f","CDI","O","C","ct_9",1834,"tr_2"
77649,"GZ","03","75","554e","CDI","O","C","ct_9",479,"tr_1"
77650,"QB","54","54","684a","AUT","X","P","ct_8",880,"tr_5"
77655,"QB","61","61","525d","CDI","O","P","ct_8",910,"tr_4"
77658,"PZ","93","93","461d","CDI","O","C","ct_8",1820,"tr_4"
77662,"SZ","91","75","434b","CDI","O","C","ct_8",1441,"tr_3"
77667,"QB","59","59","563a","CDI","O","N","ct_7",2476,"tr_0"
77676,"IZ","13","13","561c","AUT","X","C","ct_8",836,"tr_1"
77678,"HZ","47","47","641a","CDI","O","C","ct_9",1882,"tr_3"
77681,"DZ","44","44","485a","CDI","O","C","ct_9",1165,"tr_3"
77689,"CC","34","34","476a","CDI","O","C","ct_9",964,"tr_1"
77691,"GZ","86","86","551a","CDI","O","C","ct_9",1787,"tr_1"
77716,"HZ","34","34","655a","CDI","O","C","ct_9",1326,"tr_6"
77732,"GZ","74","74","478a","CDI","O","C","ct_9",1603,"tr_3"
77749,"NZ","76","92","626b","CDI","O","C","ct_9",1517,"tr_4"
77754,"RZ","94","92","461c","CDI","O","C","ct_8",1769,"tr_2"
77758,"GZ","64","64","653a","CDI","O","C","ct_9",529,"tr_1"
77760,"TZ","24","24","563c","AUT","O","C",NA,457,NA
77774,"QB","81","81","526d","CDI","O","C","ct_9",1985,"tr_4"
77779,"QB","95","95","563b","CDI","O","N","ct_7",1854,"tr_1"
77785,"NZ","83","83","684a","CDI","O","P","ct_9",683,"tr_5"
77787,"MA","69","69","461e","CDI","O","P","ct_9",1575,"tr_6"
77791,"TZ","56","56","563c","AUT","O","C",NA,1211,NA
77811,"FZ","57","57","477b","CDI","O","C","ct_9",2017,"tr_3"
77817,"KZ","61","61","545c","CDI","O","P","ct_6",1348,"tr_1"
77827,"NZ","84","38","478c","CDI","O","C","ct_9",1517,"tr_5"
77829,"NZ","67","67","684a","CDD","O","P","ct_9",586,"tr_6"
77835,"QA","13","13","526a","CDI","O","C","ct_9",1213,"tr_4"
77837,"MC","22","22","676c","CDI","O","C","ct_9",2028,"tr_3"
77863,"QA","29","29","433a","CDI","O","P","ct_9",1429,"tr_1"
77873,"NZ","13","13","684a","CDD","O","P","ct_9",686,"tr_3"
77877,"NZ","13","13","534a","CDI","O","C","ct_9",1787,"tr_2"
77889,"CA","31","81","674b","CDI","O","C","ct_9",1820,"tr_4"
77894,"GZ","59","59","634a","CDI","O","C","ct_9",1820,"tr_1"
77902,"QB","77","75","525d","CDI","O","C",NA,152,NA
77920,"EZ","77","92","373a","CDI","O","C","ct_9",1820,"tr_6"
77934,"TZ","06","06","563c","CDI","O","N","ct_7",1206,"tr_1"
77944,"CA","2A","2A","636c","CDI","O","C","ct_9",1294,"tr_1"
77951,"GZ","06","06","477a","CDI","O","C","ct_9",1724,"tr_2"
77961,"NZ","13","13","534a","CDI","O","C","ct_9",2160,"tr_4"
77967,"GZ","06","59","484a","CDI","O","C","ct_9",1183,"tr_1"
77969,"IZ","80","60","561f","CDI","O","C","ct_9",1205,"tr_2"
78038,"TZ","93","93","563c","CDI","O","N","ct_7",2725,"tr_1"
78043,"OZ","10","10","523c","AUT","O","C","ct_2",1820,"tr_3"
78045,"KZ","54","57","467a","CDI","O","C","ct_9",1820,"tr_1"
78055,"NZ","68","68","676c","TTP","O","N","ct_9",869,"tr_0"
78059,"GZ","95","44","374d","CDI","O","C","ct_9",1820,"tr_2"
78060,"NZ","13","13","684a","CDI","O","P","ct_9",1566,"tr_1"
78065,"CE","92","92","373a","CDI","O","C","ct_9",1806,"tr_5"
78071,"QA","52","52","526e","CDI","O","C","ct_9",2007,"tr_3"
78111,"GZ","50","50","634c","CDI","O","C","ct_9",1724,"tr_1"
78120,"KZ","67","67","545c","CDI","O","P","ct_8",2040,"tr_1"
78121,"PZ","34","34","421b","CDI","O","C","ct_8",1545,"tr_3"
78133,"PZ","24","24","333a","CDI","O","C",NA,234,NA
78145,"HZ","30","30","641b","CDI","O","C","ct_9",1495,"tr_6"
78150,"CH","59","59","673b","CDI","O","C","ct_9",1587,"tr_2"
78158,"MA","22","22","543e","CDI","O","C","ct_8",1582,"tr_1"
78160,"FZ","91","91","382c","AUT","O","N","ct_9",1265,"tr_1"
78170,"EZ","78","78","684b","CDI","O","C","ct_9",1820,"tr_5"
78180,"CC","22","22","675b","CDI","O","C","ct_9",1594,"tr_4"
78190,"MB","84","13","342g","CDI","O","P","ct_5",1267,"tr_6"
78219,"HZ","06","06","643a","CDI","O","C","ct_9",2018,"tr_2"
78242,"QB","89","89","434f","CDI","O","C","ct_8",1820,"tr_3"
78266,"TZ","13","84","563c","CDI","O","N","ct_7",426,"tr_1"
78334,"FZ","44","44","481b","CDI","O","C","ct_9",665,"tr_5"
78340,"CI","56","56","653a","CDI","O","C","ct_9",1789,"tr_3"
78343,"QB","90","90","563b","CDI","O","P","ct_9",620,"tr_0"
78350,"QB","01","01","526a","CDI","O","P","ct_8",942,"tr_4"
78359,"TZ","29","29","563c","CDI","O","N","ct_7",1264,"tr_1"
78360,"GZ","45","45","486d","CDI","O","C","ct_9",1820,"tr_4"
78369,"QB","54","54","526a","CDD","O","C","ct_8",1165,"tr_4"
78375,"GZ","19","19","543f","CDI","O","C","ct_9",602,"tr_4"
78381,"QB","68","68","561b","CDI","O","P","ct_8",714,"tr_6"
78401,"IZ","94","94","561f","CDI","O","P","ct_9",1842,"tr_1"
78434,"MA","31","31","473a","CDI","O","C","ct_9",1778,"tr_6"
78446,"CH","76","76","624f","CDI","O","C","ct_9",1481,"tr_4"
78454,"KZ","78","78","467b","CDI","O","P","ct_9",520,"tr_3"
78463,"TZ","33","33","563c","CDI","O","N","ct_7",408,"tr_1"
78477,"GZ","75","95","551a","CDI","O","C","ct_9",1713,"tr_3"
78483,"CC","45","45","626c","CDI","O","C","ct_9",504,"tr_6"
78486,"RZ","24","24","462b","CDI","O","C","ct_5",1854,"tr_1"
78515,"PZ","45","45","421b","CDI","O","C","ct_8",2249,"tr_1"
78518,"CL","35","78","474b","CDI","O","C","ct_9",1872,"tr_6"
78540,"QB","57","57","525d","CDI","O","C","ct_8",1820,"tr_1"
78561,"GZ","05","05","543b","CDI","O","P","ct_9",1160,"tr_1"
78569,"CL","27","95","462e","CDI","O","C","ct_9",2012,"tr_6"
78577,"QB","94","94","525d","CDI","O","C","ct_9",1798,"tr_4"
78579,"HZ","05","05","654c","TOA","O","C","ct_9",410,"tr_6"
78580,"CG","59","59","652a","CDI","O","C","ct_9",1266,"tr_4"
78585,"OZ","94","94","524c","CDD","O","P","ct_2",255,"tr_6"
78591,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
78595,"CI","29","29","473c","CDI","O","C","ct_9",1628,"tr_5"
78598,"GZ","19","19","676c","CDI","O","C","ct_9",1793,"tr_5"
78622,"CK","77","77","372c","CDI","O","C","ct_9",1729,"tr_3"
78629,"IZ","69","69","676c","CDI","O","C","ct_9",1370,"tr_5"
78654,"KZ","77","94","467b","CDI","O","P","ct_9",1693,"tr_6"
78663,"GZ","93","93","543g","CDI","O","C","ct_9",1827,"tr_4"
78670,"SZ","75","93","352a","CDI","O","C","ct_8",1820,"tr_2"
78672,"QB","83","83","526a","CDI","O","C",NA,141,NA
78682,"GZ","16","16","553b","CDI","O","P","ct_9",1273,"tr_3"
78692,"OZ","13","13","451h","CDI","O","C","ct_4",1820,"tr_1"
78698,"QA","03","63","344b","CDI","O","P","ct_8",1738,"tr_1"
78716,"CA","56","56","674c","CDI","O","C","ct_9",1023,"tr_6"
78723,"QA","10","10","563a","AUT","O","C","ct_2",1897,"tr_5"
78731,"HZ","75","75","333c","CDI","O","C","ct_9",1820,"tr_6"
78735,"MA","59","59","372a","CDI","O","C","ct_9",1820,"tr_1"
78741,"QB",NA,NA,"525d","CDI","O","P","ct_8",1564,"tr_3"
78757,"QB","92","92","563a","CDI","O","N","ct_7",3000,"tr_1"
78772,"MA","69","69","461d","CDI","O","C","ct_9",1566,"tr_1"
78823,"CC","33","33","628b","CDI","O","C","ct_9",1663,"tr_6"
78827,"OZ","61","61","335a","CDI","O","C",NA,NA,NA
78834,"GZ","92","92","374c","CDI","O","C","ct_9",1820,"tr_6"
78842,"GZ","35","35","344d","CDI","O","P","ct_9",1330,"tr_1"
78845,"OZ","33","33","333a","CDI","O","C",NA,234,NA
78850,"HZ","07","07","451a","CDI","O","P","ct_9",1281,"tr_2"
78860,"TZ","36","36","563c","CDI","O","P",NA,149,NA
78875,"GZ","03","03","676c","CDI","O","P","ct_9",545,"tr_3"
78876,"CH","49","49","542a","CDI","O","C","ct_9",1668,"tr_1"
78889,"HZ","75","75","431a","CDI","O","C","ct_9",1813,"tr_4"
78903,"QA","67","67","684a","CDI","O","C",NA,190,NA
78904,"IZ","93","17","636d","CDI","O","C","ct_9",1285,"tr_1"
78916,"QA","06","06","525d","CDI","O","P","ct_8",192,"tr_3"
78935,"NZ","88","54","431f","CDI","O","P","ct_9",1354,"tr_2"
78939,"CC","30","12","675b","CDI","O","C","ct_9",1952,"tr_3"
78950,"QB","92","92","434e","CDI","O","C","ct_8",627,"tr_2"
78962,"NZ","75","95","684a","CDI","O","C","ct_9",1774,"tr_6"
78966,"QB","68","68","525d","CDI","O","C","ct_8",1834,"tr_6"
78967,"KZ","67","67","372b","CDI","O","C","ct_9",453,"tr_6"
78998,"QA","13","13","344b","CDI","O","P","ct_8",217,"tr_3"
79000,"FZ","77","60","481b","CDI","O","C","ct_9",1708,"tr_3"
79039,"KZ","77","93","376c","CDI","O","C","ct_9",1617,"tr_1"
79072,"TZ","10","10","563c","CDI","O","N","ct_7",1341,"tr_1"
79075,"HZ",NA,NA,"543g","CDI","O","C","ct_9",2730,"tr_3"
79081,"GZ","93","93","554e","CDI","O","C","ct_9",778,"tr_5"
79085,"QB","77","77","434b","CDI","O","P","ct_8",1054,"tr_1"
79093,"KZ","14","14","376c","CDI","O","C","ct_9",1820,"tr_2"
79094,"GZ","34","34","344d","CDI","O","P","ct_9",1774,"tr_1"
79108,"GZ","31","31","543b","CDI","O","C","ct_9",1550,"tr_3"
79125,"GZ","75","75","551a","CDI","O","C","ct_9",1820,"tr_5"
79158,"QB","93","93","676e","AUT","O","P","ct_8",1265,"tr_5"
79169,"OZ","95","95","526c","CDI","O","P",NA,151,NA
79174,"OZ","77","77","531b","AUT","O","C","ct_2",1667,"tr_6"
79197,"MA","31","31","478a","CDI","O","C","ct_9",746,"tr_5"
79199,"CK","21","21","673c","CDI","O","C","ct_9",1824,"tr_4"
79203,"MC","10","10","643a","CDI","O","C",NA,332,NA
79211,"OZ","17","17","524c","AUT","X","C","ct_2",1820,"tr_6"
79242,"GZ","26","26","433d","CDI","O","P","ct_9",1639,"tr_1"
79246,"HZ","37","37","641a","CDI","O","C","ct_9",1888,"tr_5"
79248,"DZ","38","38","386d","CDI","O","P","ct_9",1613,"tr_6"
79272,"KZ","93","75","376c","CDI","O","C","ct_9",304,"tr_3"
79307,"MA","36","36","461e","CDI","O","C","ct_9",1672,"tr_2"
79314,"QA","64","64","526e","CDI","O","C","ct_9",1491,"tr_2"
79337,"FZ","2A","2A","681a","CDI","O","C","ct_9",1633,"tr_2"
79339,"HZ","81","81","451a","CDI","O","P","ct_9",1274,"tr_4"
79340,"QA","81","81","344d","CDI","O","C","ct_8",1820,"tr_6"
79354,"QA","17","17","526a","CDI","O","P","ct_8",1225,"tr_2"
79370,"QB","89","89","434g","CDI","O","P","ct_8",1032,"tr_2"
79386,"OZ","83","83","479b","AUT","O","C","ct_1",1820,"tr_6"
79390,"MA","71","71","384a","CDI","O","C","ct_9",1830,"tr_4"
79412,"NZ","77","75","564a","CDI","O","C","ct_8",1573,"tr_1"
79419,"GZ","68","68","621g","CDI","O","C","ct_9",1651,"tr_4"
79421,"QB",NA,NA,"524c","AUT","X","P","ct_2",360,"tr_4"
79427,"KZ","40","75","467b","CDD","O","N","ct_9",1025,"tr_6"
79434,"FZ","57","57","637d","CDI","O","C","ct_9",1644,"tr_2"
79449,"HZ","45","45","641b","CDI","O","C","ct_9",582,"tr_6"
79478,"GZ","95","95","433d","CDI","O","C","ct_6",759,"tr_1"
79484,"RZ","17","17","435b","CDI","O","C","ct_8",1503,"tr_1"
79489,"CL","69","69","625c","CDI","O","C","ct_9",1782,"tr_6"
79499,"GZ","01","69","637b","CDI","O","C","ct_9",1602,"tr_6"
79524,"GZ","77","91","462e","CDI","O","C","ct_9",1827,"tr_4"
79543,"HZ",NA,NA,"641b","CDI","O","C","ct_9",1228,"tr_4"
79546,"GZ","62","62","551a","CDI","O","P","ct_9",1122,"tr_2"
79550,"NZ","93","93","684a","CDI","O","C","ct_9",1820,"tr_6"
79561,"GZ","69","69","333f","CDI","O","C","ct_9",787,"tr_1"
79565,"HZ","95","77","466a","CDI","O","P","ct_9",941,"tr_5"
79570,"MB","54","92","344b","CDI","O","C","ct_9",1820,"tr_6"
79578,"GZ","37","37","554j","CDI","O","C","ct_9",1900,"tr_4"
79603,"CK","45","45","477b","CDI","O","C","ct_9",1827,"tr_6"
79632,"DZ","74","74","386d","CDI","O","C","ct_9",1777,"tr_4"
79637,"PZ","24","87","373d","CDI","O","C","ct_8",1653,"tr_3"
79641,"NZ","59","59","684a","CDI","O","C",NA,680,"tr_4"
79657,"HZ","06","06","643a","CDI","O","C","ct_9",2018,"tr_2"
79660,"OZ","59","62","354g","CDD","O","P","ct_2",1814,"tr_6"
79683,"QA","14","50","344a","CDI","O","C","ct_9",3000,"tr_4"
79689,"NZ","91","91","526b","CDI","O","C","ct_9",857,"tr_1"
79731,"OZ","95","95","333f","CDI","O","C","ct_2",1820,"tr_6"
79761,"HZ","24","33","641b","CDI","O","P","ct_9",220,"tr_3"
79770,"QA","25","25","526b","CDI","O","P","ct_9",1237,"tr_1"
79773,"GZ","30","30","543b","CDI","O","C","ct_9",1606,"tr_1"
79778,"PZ","85","85","341a","CDI","O","C","ct_8",3000,"tr_5"
79788,"FZ","71","71","632d","CDI","O","C","ct_9",1783,"tr_2"
79796,"MC","34","21","553c","CDI","O","C",NA,157,NA
79816,"CH","88","88","624c","CDI","O","C","ct_9",1550,"tr_4"
79823,"FZ","31","31","633a","CDI","O","C","ct_9",1672,"tr_6"
79830,"NZ","31","31","525d","CDI","O","P","ct_9",897,"tr_6"
79831,"GZ","06","06","552a","CDI","O","P","ct_9",1479,"tr_6"
79840,"LZ","77","92","462e","CDI","O","C","ct_9",1834,"tr_2"
79881,"PZ","13","13","525a","CDI","O","P","ct_8",2008,"tr_3"
79887,"HZ","77","95","543b","CDI","O","C","ct_9",2038,"tr_5"
79901,"GZ","65","65","542a","CDI","O","C","ct_9",1468,"tr_1"
79903,"QA","40","64","431d","CDI","O","P","ct_3",834,"tr_6"
79906,"GZ","27","27","634c","CDI","O","C","ct_9",1517,"tr_4"
79918,"CJ","38","38","672a","CDI","O","C","ct_9",1843,"tr_6"
79931,"QB","21","21","563a","CDI","O","N","ct_7",463,"tr_0"
79942,"CJ","68","67","653a","CDI","O","C","ct_9",1062,"tr_6"
79965,"OZ","42","42","461b","CDI","O","P","ct_4",1244,"tr_2"
79975,"JC",NA,NA,"466b","CDI","O","C","ct_9",624,"tr_1"
79981,"QB","66","66","525d","CDI","O","C","ct_8",1820,"tr_4"
79989,"NZ","95","95","534a","CDI","O","C","ct_9",1214,"tr_6"
79996,"OZ","69","69","333f","CDI","O","C","ct_2",1769,"tr_6"
80006,"FZ","56","56","632a","CDI","O","C","ct_9",1385,"tr_1"
80017,"NZ","78","92","542b","CDI","O","C","ct_9",1386,"tr_4"
80020,"CB","24","33","675a","CDI","O","C","ct_9",911,"tr_1"
80026,"CA","48","30","553c","CDI","O","C","ct_9",304,"tr_2"
80037,"SZ","62","62","542a","CDI","O","C","ct_9",968,"tr_1"
80041,"JA","75","75","352a","CDI","O","C","ct_9",1062,"tr_6"
80042,"OZ","83","83","526d","CDI","O","C","ct_8",958,"tr_4"
80052,"QA","68","68","526a","CDI","O","P","ct_8",728,"tr_2"
80062,"MA","78","92","485a","CDI","O","C","ct_9",1760,"tr_3"
80067,"FZ","92","78","382c","CDI","O","C","ct_9",1820,"tr_6"
80076,"QB","19","19","525d","CDI","O","P","ct_3",176,"tr_4"
80083,"GZ","13","13","552a","CDI","O","P","ct_9",1300,"tr_6"
80087,"FZ","62","62","543b","CDI","O","C","ct_9",1785,"tr_4"
80113,"GZ","44","44","552a","CDI","O","C","ct_9",1661,"tr_2"
80120,"HZ","10","10","451a","CDI","O","C","ct_9",912,"tr_3"
80132,"FZ","93","75","461c","CDI","O","C","ct_9",646,"tr_1"
80136,"TZ",NA,NA,"563c","CDI","O","N","ct_7",302,"tr_1"
80140,"KZ","94","92","376a","CDI","O","C","ct_9",152,"tr_6"
80152,"PZ","64","64","341a","CDI","O","C","ct_8",1820,"tr_4"
80168,"KZ","67","67","467c","CDI","O","C","ct_9",1618,"tr_1"
80180,"GZ","44","44","653a","CDI","O","C","ct_9",507,"tr_2"
80208,"GZ","72","72","461d","CDI","O","C","ct_9",1516,"tr_4"
80220,"MB","72","72","628a","CDI","O","C","ct_9",1820,"tr_3"
80229,"LZ","94","93","376g","CDI","O","P","ct_9",372,"tr_0"
80234,"QB","38","38","563b","CDI","O","P","ct_9",1298,"tr_4"
80253,"GZ","94","75","464a","CDI","O","C","ct_9",1826,"tr_5"
80256,"QB","33","33","526a","CDI","O","C","ct_8",1820,"tr_4"
80262,"KZ","33","73","376d","CDI","O","C","ct_5",1824,"tr_2"
80271,"CE","06","06","543g","CDI","O","C","ct_9",1826,"tr_4"
80272,"IZ","93","95","543h","CDI","O","C","ct_9",530,"tr_6"
80281,"GZ","42","69","374c","CDI","O","C","ct_9",1778,"tr_3"
80282,"PZ","75","75","435a","CDI","O","C","ct_8",1802,"tr_4"
80303,"NZ",NA,"92","373c","CDI","O","C","ct_9",1820,"tr_5"
80316,"QA","41","41","526a","AUT","O","C","ct_3",1820,"tr_6"
80325,"CJ","50","50","653a","CDI","O","C","ct_9",1513,"tr_6"
80336,"PZ","12","81","423b","CDI","O","P","ct_8",1005,"tr_2"
80341,"CG","69","69","623d","CDI","O","C","ct_9",996,"tr_1"
80367,"SZ","69","69","425a","CDI","O","P","ct_8",1274,"tr_2"
80385,"TZ","60","60","563c","CDI","O","C",NA,262,NA
80408,"GZ","06","06","462b","CDI","O","C","ct_9",653,"tr_2"
80432,"NZ","73","74","684a","CDI","O","C","ct_9",1589,"tr_5"
80492,"GZ","30","30","542a","CDI","O","P","ct_9",171,"tr_1"
80507,"NZ","93","75","675a","TTP","O","C","ct_9",1131,"tr_1"
80516,"CB","64","64","635a","CDI","O","P","ct_9",239,"tr_1"
80519,"CG","35","35","477a","CDI","O","C","ct_9",1834,"tr_6"
80524,"OZ","33","33","621f","AUT","O","C","ct_2",1820,"tr_1"
80525,"PZ","19","19","421b","AUT","O","C","ct_2",1820,"tr_1"
80539,"CH","23","23","653a","CDI","O","C","ct_9",1641,"tr_0"
80548,"CE","69","69","385a","CDI","O","C","ct_9",1826,"tr_5"
80556,"QA","57","57","525d","CDI","O","P","ct_8",154,"tr_4"
80557,"PZ","69","69","341a","CDI","O","C","ct_8",1820,"tr_4"
80560,"MB","91","91","342g","CDI","O","C","ct_5",2080,"tr_6"
80567,"TZ","10","10","563c","CDI","O","N","ct_7",1509,"tr_1"
80572,"GZ","92","75","635a","CDI","O","C","ct_9",1211,"tr_3"
80582,"OZ","75","75","524b","CDI","O","C","ct_1",1820,"tr_6"
80583,"MA","92","78","374d","CDI","O","C","ct_9",1825,"tr_2"
80612,"TZ","33","33","563a","CDI","O","N","ct_7",723,"tr_0"
80620,"QB","31","31","525d","CDI","O","C","ct_8",1820,"tr_4"
80623,"MC","86","86","643a","CDI","O","P","ct_9",1474,"tr_3"
80624,"HZ","86","86","451a","CDI","O","P","ct_9",1274,"tr_3"
80627,"QA","33","33","461d","CDI","O","C","ct_8",1813,"tr_6"
80629,"KZ","44","44","464a","CDI","O","C","ct_8",1820,"tr_4"
80640,"CC","16","16","626b","CDI","O","C","ct_9",1508,"tr_2"
80644,"PZ","78","92","524b","CDI","O","C","ct_1",1820,"tr_6"
80669,"HZ","54","54","642a","CDI","O","P","ct_6",529,"tr_1"
80670,"CL","31","31","464b","CDI","O","C","ct_9",1505,"tr_6"
80675,"FZ","09","31","479b","CDI","O","C","ct_9",1786,"tr_2"
80684,"QB","44","44","524c","AUT","X","P","ct_2",1144,"tr_5"
80691,"OZ","60","95","451e","CDI","O","C","ct_8",1805,"tr_3"
80725,"LZ","47","47","676c","CDI","O","C","ct_9",1837,"tr_3"
80734,"QB","68","68","526a","CDI","O","C","ct_8",1316,"tr_4"
80740,"CL","18","18","622c","CDI","O","C","ct_9",1820,"tr_6"
80741,"GZ","59","59","543g","CDI","O","C","ct_9",1517,"tr_6"
80759,"QA",NA,NA,"525d","CDI","O","C","ct_9",1696,"tr_2"
80760,"CE","62","62","625c","CDI","O","C","ct_9",1822,"tr_5"
80764,"IZ","77","75","377a","CDI","O","C","ct_9",621,"tr_0"
